v1,v2,v3_cleaned,key_column
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra lt gt true don t neglet,ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra lt gt true neglet
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin i finish at 3 do u 1 2 pick me up or meet me text back on this number luv kate xxx,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,set place heart mind mind easily forgets heart always remember wish happy valentines day
ham,But i'm surprised she still can guess right lor...,but i m surprised she still can guess right lor,surprised still guess right lor
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,okie wan meet at bishan cos me at bishan now i m not driving today,okie wan meet bishan cos bishan driving today
ham,Oh ho. Is this the first time u use these type of words,oh ho is this the first time u use these type of words,oh ho first time u use type words
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
ham,I know you are serving. I mean what are you doing now.,i know you are serving i mean what are you doing now,know serving mean
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park not in mel ah opps got confused anyway if tt s e best choice den we juz have to take it,huh hyde park mel ah opps got confused anyway tt e best choice den juz take
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei that happend to me in tron maybe ill dl it in 3d when its out,oh gei happend tron maybe ill dl 3d
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate your 500 free text messages by replying to this message with the word free for terms conditions visit,free message activate 500 free text messages replying message word free terms conditions visit
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,i know girls always safe and selfish know i got it pa thank you good night,know girls always safe selfish know got pa thank good night
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",no worries hope photo shoot went well have a spiffing fun at workage,worries hope photo shoot went well spiffing fun workage
ham,I'm freezing and craving ice. Fml,i m freezing and craving ice fml,freezing craving ice fml
ham,Kay... Since we are out already ,kay since we are out already,kay since already
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,eh sorry leh din c ur msg sad already lar watching tv u still office
ham,Yo im right by yo work,yo im right by yo work,yo im right yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again but you can call me there xx,ok darlin supose ok worry much film stuff mate babysit call xx
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them,wake since checked stuff saw true available spaces pls call embassy send mail
ham,Nope... Juz off from work...,nope juz off from work,nope juz work
ham,Huh so fast... Dat means u havent finished painting?,huh so fast dat means u havent finished painting,huh fast dat means u havent finished painting
ham, what number do u live at? Is it 11?,what number do u live at is it 11,number u live 11
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",no we put party 7 days a week and study lightly i think we need to draw in some custom checkboxes so they know we re hardcore,put party 7 days week study lightly think need draw custom checkboxes know hardcore
ham,Sac will score big hundred.he is set batsman:-),sac will score big hundred he is set batsman,sac score big hundred set batsman
ham,Send me yetty's number pls.,send me yetty s number pls,send yetty number pls
ham,How much it will cost approx . Per month.,how much it will cost approx per month,much cost approx per month
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok the theory test when are going to book i think it s on 21 may coz thought wanna go out with jiayin but she isnt free,ok theory test going book think 21 may coz thought wanna go jiayin isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you are being contacted by our dating service by someone you know to find out who it is call from a land line pobox45w2tg150p,contacted dating service someone know find call land line pobox45w2tg150p
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",that s fine have him give me a call if he knows what he wants or has any questions,fine give call knows wants questions
ham,"Sorry, got a late start, we're on the way",sorry got a late start we re on the way,sorry got late start way
ham,Then u go back urself lor...,then u go back urself lor,u go back urself lor
ham,I AM AT THE GAS STATION. GO THERE.,i am at the gas station go there,gas station go
ham,"K, if u bored up just come to my home..",k if u bored up just come to my home,k u bored come home
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe i love you covers your face in kisses,babe love covers face kisses
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like i made him throw up when we were smoking in our friend s car one time it was awesome,like made throw smoking friend car one time awesome
ham,Still i have not checked it da. . .,still i have not checked it da,still checked da
ham,You will go to walmart. I.ll stay.,you will go to walmart i ll stay,go walmart stay
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",i haven t forgotten you i might have a couple bucks to send you tomorrow k i love ya too,forgotten might couple bucks send tomorrow k love ya
ham,Oh great. I.ll disturb him more so that we can talk.,oh great i ll disturb him more so that we can talk,oh great disturb talk
ham,Reverse is cheating. That is not mathematics.,reverse is cheating that is not mathematics,reverse cheating mathematics
ham,U're welcome... Caught u using broken english again...,u re welcome caught u using broken english again,u welcome caught u using broken english
ham,No problem baby. Is this is a good time to talk? I called and left a message.,no problem baby is this is a good time to talk i called and left a message,problem baby good time talk called left message
ham,"Sorry, I'll call later",sorry i ll call later,sorry call later
ham,Oh is it! Which brand?,oh is it which brand,oh brand
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry i cant take your call right now it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and she ll be able to deliver and have basic care i m currently shopping for the right medical insurance for her so just give me til friday morning thats when i ll see the major person that can guide me to the right insurance,sorry cant take call right happens r 2waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
ham,At what time are you coming.,at what time are you coming,time coming
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,call him and say you not coming today ok and tell them not to fool me like this ok,call say coming today ok tell fool like ok
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,i emailed yifeng my part oredi can get it fr him,emailed yifeng part oredi get fr
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure they ll understand that wine good idea just had a slurp,r u sure understand wine good idea slurp
ham,Minimum walk is 3miles a day.,minimum walk is 3miles a day,minimum walk 3miles day
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all going to the cinema,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby doll d vehicle sariyag drive madoke barolla,brainless baby doll vehicle sariyag drive madoke barolla
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i don t run away frm u i walk slowly amp it kills me that u don t care enough to stop me,run away frm u walk slowly amp kills u care enough stop
